,0
692,SO BAPT RADIO AND TV COMMr
693,UNC A CHAPEL HILL SCHLS ADMr
694,WILFORD HALL U S A F HOSPr
695,SeqTotalActivityforFirst YearYear ofCIVFTEEst Ann CostYear ofr
696,NoAgy_BurAbbreviationStateCityCountryFTEsFct CodeStatusReasonFuture UseOn InventoryCost CompareSavingsComp SavingsMEO Reviewr
697,&C&MS Sans SerifBold&UDepartment of State Inherently Governmental FTE Inventory Worksheetr
698,&L&F&A&CPage &P of &N&R&D
699,Instructions for compiling commercial and inherently governmental FTE inventoriesr
700,Agencies will use this spreadsheet to compile their commercial and inherently governmentalr
701,FTE inventories in accordance with Office of Management and Budget OMB Memorandum r
702,These instructions describe the contents of each of the seven worksheets in this spreadsheet r
703,Agencies must complete two of the worksheets  Contact Information and  Inventory r
704,Once agencies have completed and reviewed their inventories they must  send the completed r
705,spreadsheet to OMB in accordance with OMB Memorandum M  Agencies mustr
706,NOT alter the format of this spreadsheetworkbookr
707,This worksheet is provided for your information cannot be updated by you and containsr
708,agency and bureau codes currentyear direct reimbursable and total FTEs by agency andor r
709,bureau and other descriptive information  The FTE levels were provided by the agencies and r
710,This worksheet is provided for your information cannot be updated by you and contains a r
711,complete list of activity function codes and titles  r
712,This worksheet is provided for your information is based on information provided by the US r
713,Postal Service can and should be updated by you and contains a list of city names r
714,You should retain only cities where your FTEs work and delete other cities  If a city name r
715,not listed or an installation is required you can turn off the validation function for that cellr
716,and enter as appropriate  If you cannot see all the city codes in the drop down it may be r
717,due to a lack of memory  See tab for a complete list of city codesr
718,This worksheet is provided for your information can and should be updated by you andr
719,contains lists of agencybureau codes name prefixes eg Mr Mrs and suffixes eg Jrr
720,This worksheet contains a list of agencybureau codes used in executive branch agencies  You r
721,should only keep the agencybureau codes that you report and delete all other agencybureaur
722,This worksheet is provided for you to enter contact information for each bureau  You must r
723,provide at least one contact for each bureau  You should also provide additional contacts in r
724,the event that the primary contact cannot be reachedr
725,You must provide the following information for each agencybureau  Agencybureau code r
726,Organizational unit name or abbreviation  Last Name  First Name  Prefix is r
727,optional  Suffix is optional  Email address and  Phone  The phone number must r
728,include area code and when possible should be formatted as r
729,Agencies must NOT alter the format of this worksheet  For example you may NOT add new r
730,columns or change the order of columns  If you find it convenient you may remove the dropr
731,down menus but please note that the values you enter must agree with the content of theser
732,This worksheet is provided for you to enter inventory informationr
733,You must provide the following information  a unique sequence number  Agencybureau  r
734,code  Organizational unit name or abbreviation  State  City  Country  FTEsr
735,activity function code  Status  Reason  Reserved  first year on inventoryr
736,year of cost comparison  CIVFTE savings  Estimated Annual Comparison r
737,Savings and  year of MEO Reviewr
738,Agencies must provide a unique sequence number for each row in the worksheet  For your    r
739,convenience numbers have been entered for the first rows  If you provide fewer than r
740,rows please delete the sequence number for blank rows  If you provide more than rowsr
741,please make sure that each new row has a unique sequence number  r
742,The purpose of the sequence number is to help departments large agencies and OMB discuss r
743,specific entries in the inventory  For example we believe it will be easier to ask a questionr
744,regarding an entry by referring to a single unique sequence number rather than by specifying ther
745,the values in or more columnsr
746,down menus but please note that the values you enter must agree with the content of these r
747,Agencies must compute by agencybureau the total numbers of FTEs in this worksheet  r
748,Agencies must compare these totals to the comparable control total in the AgBu_FTEr
749,worksheet  Differences must be explained to OMBr
750,Departments                 Department of Agriculture                                   Office of the Secretary                                         r
751,Cooperative State Research Education and Extension Service    r
752,Animal and Plant Health Inspection Service                      r
753,Grain Inspection Packers and Stockyards Administration         r
754,National Institute of Standards and Technology                  r
755,Department of DefenseMilitary                             Operation and Maintenance                                       r
756,Department of Education                                     Office of Vocational and Adult Education                        r
757,Department of Energy                                        National Nuclear Security Administration                        r
758,Department of Health and Human Services                     Food and Drug Administration                                    r
759,Centers for Disease Control and Prevention                      r
760,Substance Abuse and Mental Health Services Administration       r
761,Agency for Healthcare Research and Quality                      r
762,Centers for Medicare and Medicaid Services                      r
763,Z   Total Department of Health and Human Services r
764,Department of Homeland Security                             Departmental Management                                         r
765,Z   Total Department of Homeland Security r
766,Department of Housing and Urban Development                 Management and Administration                                   r
767,Z   Total Department of Housing and Urban Development r
768,Department of the Interior                                  Bureau of Land Management                                       r
769,Office of Surface Mining Reclamation and Enforcement            r
770,United States Fish and Wildlife Service                         r
771,Natural Resources Damage Assessment and Restoration             r
772,Office of Special Trustee for American Indians                  r
773,Z   Total Department of the Interior r
774,Bureau of Alcohol Tobacco Firearms and Explosives            r
775,Department of Labor                                         Employment and Training Administration                          r
776,Department of State                                         Administration of Foreign Affairs                               r
777,Department of Transportation                                Office of the Secretary                                         r
778,Department of the Treasury                                  Departmental Offices                                            r
779,Alcohol and Tobacco Tax and Trade Bureau                        r
780,Z   Total Department of the Treasury r
781,Department of Veterans Affairs                              Medical Programs                                                r
782,Z   Total Department of Veterans Affairs r
783,Other Defense Civil Programs                                American Battle Monuments Commission                            r
784,White House Commission on the National Moment of Rememberance   r
785,Z   Total Other Defense Civil Programs r
786,General Services Administration                             Real Property Activities                                        r
787,International Assistance Programs                           Agency for International Development                            r
788,Other IndependentsAdvisory Council on Historic Preservation                   r
789,Architectural and Transportation Barriers Compliance Board  r
790,Barry Goldwater Scholarship and Excellence in Education Founr
791,Chemical Safety and Hazard Investigation Board              r
792,Committee for Purchase from People who are Blind or Severelyr
793,Corporation for National and Community Service              r
794,Court of Appeals for Veterans Claims                        r
795,Court Services and Offender Supervision Agency for the Distrr
796,ExportImport Bank of the United States                     r
797,Federal Deposit Insurance Corporation                       Bank Insurance                                                  r
798,Z   Total Federal Deposit Insurance Corporation r
799,Federal Financial Institutions Examination Council Appraisalr
800,Federal Mine Safety and Health Review Commission            r
801,Morris K Udall Scholarship and Excellence in National Envirr
802,National Commission on Libraries and Information Science    r
803,Institute of Museum and Library Services                    r
804,Occupational Safety and Health Review Commission            r
805,Office of Navajo and Hopi Indian Relocation                 r
806,AManagement and Support to Test and Evaluationr
807,BManagement Headquarters  Personnel Social Action Programsr
808,DLabor Wage and Hour Compliance Reviewsr
809,DLoan Guaranty Benefits and Entitlements Analysisr
810,ESafe Drinking Water Act CompliancePollution Preventionr
811,EOccupational Safety Health and Environmental Compliancer
812,EResource Conservation and Recovery Act CompliancePollution Preventionr
813,FTechnology Transfer and International Cooperative Program Managementr
814,FSystems Acquisition  Research and Development Supportr
815,GCare of Remains of Deceased Personnel & Funeral Servicesr
816,GManagement Headquarters  Community and Family Servicesr
817,GMorale Welfare and Recreation MWR Servicesr
818,HVISN Services & VISN Support Service Centerr
819,HHospital Food Services and Nutritional Carer
820,INonfield Technical Support to Criminal Investigationsr
821,IPersonnel Security Clearances and Background Investigationsr
822,ICriminal Counter Intelligence and Administrative Investigative Servicesr
823,JOrganizational and Intermediate Repair and Maintenance Managementr
824,JTest Measurement and Diagnostic Equipment TMDEr
825,JOther Test Measurement and Diagnostic Equipmentr
826,JSoftware Support for Embedded and Mission Systemsr
827,JTactical Automatic Data Processing Equipment ADPEr
828,JMetal and Other Containers Textiles Tents and Tarpaulinsr
829,JPortable Field Medical and Dental Equipmentr
830,JOrganizational and Intermediate Maintenance and Repair of Other Equipmentr
831,KTest Measurement and Diagnostic Equipment TMDEr
832,KOther Test Measurement and Diagnostic Equipmentr
833,KSoftware Support for Embedded and Mission Systemsr
834,KTactical Automatic Data Processing Equipment ADPEr
835,KMetal and Other Containers Textiles Tents and Tarpaulinsr
836,KPortable Field Medical and Dental Equipmentr
837,KDepot Repair and Maintenance of Other Equipmentr
838,MCombatant Headquarters  Military Department Command Authorityr
839,MOther Operational Command and Control Activitiesr
840,MIntelligence Production Integration and Analytic Toolsr
841,QCivil Works Planning Production and Managementr
842,QMaintenance of Open Waterways for Navigationr
843,QOperation and Maintenance of Locks and Bridgesr
844,QOperation and Maintenance of Hydropower Facilitiesr
845,QOperation and Maintenance of the Washington Aqueductr
846,QOperation and Maintenance of Recreation Areasr
847,RManagement and Support to R&Dr
848,ROperation and Maintenance of Physical Plantr
849,ROther S&T and R&D Management and Support Activitiesr
850,SCollection and Disposal of Trash and Other Refuser
851,SCollection and Disposal of Hazardous Material HAZMATr
852,SOther Building and Housing Management Servicesr
853,SManagement of Law Enforcement Physical Security and Security Guard Operationsr
854,SLaw Enforcement Physical Security and Security Guard Operationsr
855,SSupport Services to Law Enforcement Physical Security and Security Guardr
856,SOther Law Enforcement Physical Security and Security Guard Operationsr
857,SElectrical Plant and Distribution Systems Operation and Maintenancer
858,SHeating Plant and Distribution Systems Operation and Maintenancer
859,SWater Plant and Distribution Systems Operation and Maintenancer
860,SSewage and Waste Plant and Distribution Systems Operation and Maintenancer
861,SAirConditioning and Cold Storage Plant and Distribution Systems Operation andr
862,SIncinerator Plant and Sanitary Fill Operationsr
863,SSupply Warehousing and Distribution Services Managementr
864,SContractorOperated Parts Stores & Civil Engineering Supply Storesr
865,SOther Utility Plant and Distribution Systems Operation and Maintenancer
866,TDistribution of Petroleum Oil and Lubricant Productsr
867,TDistribution of Liquid Gaseous and Chemical Productsr
868,TPreparation Demilitarization and Disposal of Excess and Surplus Inventoryr
869,TSystems Engineering and Installation of Communications Systemsr
870,TPreparation and Disposal of Excess and Surplus Propertyr
871,TTraining Aids Devices and Simulator Supportr
872,UManagement Headquarters  Military Education and Trainingr
873,UMilitary Institutional Education and Training Managementr
874,UTraining Development and Support for Military Education and Trainingr
875,UOther Military Education and Training Activitiesr
876,UManagement Headquarters  Civilian Education and Trainingr
877,UManagement of Civilian Institutional Training Education and Developmentr
878,UCivil Works Training Education and Developmentr
879,UOther Civilian Training Education and Developmentr
880,WManagement Headquarters  Communications Computing and Informationr
881,WComputing Services and Data Base Managementr
882,WSystems Design Development and Programming Servicesr
883,XProducts Made From Fabric or Similar Materialsr
884,XPreparation of Food and Bakery Productsr
885,XRope Cordage and Twine Products; Chains and Metal Cable Productsr
886,YManagement Headquarters  Defense Direction and Policy Integrationr
887,YManagement Headquarters  Joint Staff Direction of the Armed Forcesr
888,YOther Force Management and General Support Activitiesr
889,YManagement Headquarters  Operation Planning and Controlr
890,YNational Mobilization and Emergency Preparedness Managementr
891,YManagement Headquarters  Foreign Military Sales and Security Assistancer
892,YForeign Military Sales and Security Assistance Program Managementr
893,YSupport External to DoD  Not Identifiedr
894,YPublic Affairs Program Activities and Operationsr
895,YPublic Works and Real Property Maintenance Program Managementr
896,YPersonnel Community Activities and Manpower Program Managementr
897,YVisual Information Program Activities and Operationsr
898,YIdentifying and Developing ConsumerCustomer Information Servicesr
899,ZCorps of Engineers Program and Project Managementr
900,ZManagement of Major Construction of Real Propertyr
901,ZTitle Outgranting and Disposal of Real EstateReal PropertyNational Projectsr
902,ZTitle Outgranting and Disposal of Real EstateReal PropertyLocal Projectsr
903,ZOther Real Property Program and Project Management Activitiesr
904,ZMinor Construction Maintenance and Repair of Family Housing and Structuresr
905,ZMinor Construction Maintenance and Repair of Buildings and Structures Other than Family Housingr
906,ZMaintenance and Repair of Grounds and Surfaced Areasr
907,ZMaintenance and Repair of Railroad Facilitiesr
908,ZMaintenance and Repair of Waterways and Waterfront Facilitiesr
909,ZMaintenance Repair and Minor Construction of Other Real Propertyr
910,C O ENL PERS MGMT CENr
911,CHURCH OF JESUS CHRIST OF LDr
912,IRVING PARK RD P&D CENTERr
913,SO BAPT RADIO AND TV COMMr
914,UNC A CHAPEL HILL SCHLS ADMr
915,WILFORD HALL U S A F HOSPr
916,SeqTotalActivityforFirst YearYear of CIVFTEEst Ann CostYear ofr
917,NoAgy_BurAbbreviationStateCityCountryFTEsFct CodeStatusReasonFuture UseOn InventoryCost CompareSavingsComp SavingsMEO Reviewr
918,&MS Sans SerifBold&UDepartment of State Inherently Governmental FTE Inventory Worksheetr
919,&F&APage &P of &N&D
920,TCM Grids within GFE minutes after issuance from Centersr
921,Pacific Region stated our most important issue and potential IOCbreaker was… r
922,THE NEED FOR TROPICAL CYCLONE INITIALIZATION WIND GRIDSr
923,Reasonably representative of the structure of the tropical cyclone as best as we knowr
924,Communication tests sending TPC grids to PR mostly successfulr
925,FSL tool successfully run at WFO Guam PRH and WFO Honolulur
926,Can only be fully evaluated using a real storm when it comes into either Guam’s or Honolulu’s domainr
927,One big drawback to the TPC tool is the hour resolutionr
928,The Original Goal To give forecasters aid to translating text warnings into hourly forecast for point locations for use in TAFs and determining temporal “breakpoints for determining periods of destructive windsr
929,WFO Guam had warning pointsislands and frequently had more than one tropical cyclone to warn on in their coverage arear
930,Develop a Rankin vortex centered on each interpolated hourly positionr
931,Using this model calculate wind speeds for both points islands and at regularlyspaced gridpointsr
932,Adjust wind speedsdirections by addingsubtracting vector storm movementr
933,Determination of Radius of Maximum Wind RMW  not part of forecast but input to the formular
934,How rapidly does wind speed fall off as one moves away from centerr
935,Variances include spectrum from huge storm down to “midget typhoonsr
936,Inherent dangers with using a highly deterministic approach to describe difficulttopredict tropical cyclone movement and intensityr
937,Koror    Ngulu    Yap      Taipei   Hong Kongr
938,Lat   Lon    Wind      Mvmt         DstncDirctn from naut mir
939,Paper to be presented May at AMS Tropical Conferencer
940,Analyze effect of difference in temporal resolution eg interpolated hr TPC grids to hr vs FSL hrr
941,Analyze effect of differences in spatial resolutionr
942,Not efficient to support two tools other than in a test environmentr
943,UNKRANDLEMANRANDOLPHNCTREES AND POWER LINES DOWN REPORTED BY THE FIRE DEPARTMENT RAHr
944,UNKE RANDLEMANRANDOLPHNCLAW ENFORCEMENT REPORTED AN OUTBUILDING WAS LEVELED ON APPLEWOOD ROAD AND SHINGLES BLOWN OFF A ROOF IN ADDITION NUMEROUS TREES AND POWER LINES HAVE BEEN REPORTED DO RAHr
945,UNKE HIGH POINTGUILFORDNCTROOPER REPORTED TORNADO ON THE GROUND NEAR RIVER ROAD NEAR JAMESTOWN RAHr
946,UNKE GOLDSTONCHATHAMNCSTATE TROOPER REPORTED A TORNADO ON THE GROUND NORTH OF GULF RAHr
947,UNKW WILSONWILSONNCLAW ENFORCEMENT REPORTED A TORNANDO TOUCHDOWN NEAR HIGHWAY AND LLOYD ROAD RAHr
948,UNKRANDLEMANRANDOLPHNCLAW ENFORCEMENT REPORTED OUTBUILDING WAS LEVELED ON APPLEWOOD ROAD RAHr
949,UNKSSW LINWOODJOHNSTONNCLAW ENFORCEMENT REPORTED TORNADO ON THE GROUND AT COVERED BRIDGE ROAD AND THANKSGIVING FIRE ROAD MULTIPLE TREES DOWN IN ROAD RAHr
950,UNKNW WILSONWILSONNCSPOTTERS REPORT TORNADO ON THE GROUND NEAR IAND BLOOMERY ROAD RAHr
951,UNKNW NEW HOPENASHNCTORNADO TOUCHDOWN HIGHWAY ONE HALF MILE WEST OF INTERSTATE  RAHr
952,UNKW NEW HOPEWILSONNCSPOTTER REPORTED BRIEF TOUCHDOWN IN A TOBACCO AND SOYBEAN FIELD NEAR LAMM ROAD AND BLOOMERY ROAD CURRENTLY ALOFT BUT WALL CLOUD STILL ROTATING RAHr
953,UNKNNE SILER CITYCHATHAMNCAN EFTORNADO TRACKED NORTHEAST ALONG JESSE BRIDGES ROAD CROSSING SILK HOPE LIBERTY ROAD DESTROYING AN OUTBUILDINGCAUSING MINOR DAMAGE TO HOMES AND UPROOTING TREES RAHr
954,UNKROSE HILLDUPLINNCLAW ENFORCEMENT REPORTED A TORNADO ON THE GROUND ON HIGHWAY BETWEEN ROSE HILL AND TEACHEY NO DAMAGE OBSERVED MHXr
955,UNKROSE HILLDUPLINNCPOSSIBLE TORNADO REPORTS OF MULTIPLE POWER OUTAGES IN THE ROSE HILL AND TEACHEY AREA MHXr
956,UNKNE FREMONTWAYNENCA LARGE BARN WAS DESTROYED NEAR THE WAYNEWILSON COUNTY LINE IN WAYNE COUNTY ALONG AYCOCK CHURCH ROAD RAHr
957,UNKNNE FREMONTWILSONNCSEVERAL TREES REPORTED AND DOWN AND A BASKETBALL GOAL BLOWN OVER ALONG SOUTH BEAVER DAM ROAD JUST NORTH OF THE WAYNEWILSON COUNTY LINE RAHr
958,UNKNW TURKEYSAMPSONNCA FEW TREES WERE BLOWN DOWN ACROSS OLD WARSAW ROAD RAHr
959,UNKENE ASHEBORORANDOLPHNCONE TREE REPORTED DOWN ACROSS WHITE MEMORIAL ROAD BLOCKING TRAFFIC NEAR RIVER RAT ROAD TIME ESTIMATED BY RADAR RAHr
960,UNKNE SILER CITYCHATHAMNCSEVERAL TREES DOWN ABOUT A MILE NORTHEAST OF SILER CITY ON JESSE BRIDGES ROAD RAHr
961,UNKST DAVIDCOCHISEAZTHREE WOOD UTILITY POLES BLOWN DOWN IN THE CENTER OF THE CITYON STATE ROUTE  TWCr
962,NNE SIOUX CITYWOODBURYIASEVERAL TREES DOWN AND CHIMNEY KNOCKED DOWN FSDr
963,UNKNW ANTHONWOODBURYIAINCH DIAMETER TREE LIMBS DOWN FSDr
964,WNW OTOWOODBURYIATO DIAMETER INCH TREE LIMBS DOWN FSDr
965,Anirban Basu Software Quality Assurance Testing and Metrics PHI Learning r
966,M Fewster and D Graham Software Test Automation Effective use of test execution tools Addison–Wesley r
967,Pressman RS Software Engineering A Practitioners Approach McGrawHill Publishing Company r
968,I Sommerville Software Engineering b ed AddisonWesley r
969,Phadke M Quality Engineering Using Robust Design Pearson Education India r
970,P Jorgensen Software Testing A Craftsman’s Approach CRC Press r
971,B Beizer Software Testing Techniques d ed Van Nostrand Reinhold r
972,Craig Larman Applying UML and patterns Addison Wesley r
973,GJ Myers Csandler TBadgett and TMThomas The art of software Testing d EditionWiley r
974,Dustin Garett Gauf Implementing Automated Software Testing Pearson r
975,ElFar I K and J A Whittaker Modelbased software testing in Encyclopedia of Software Engineering John Wiley & Sons Inc pp r
976,D Kundu D Samanta and R Mall An Approach to Convert XMI Representation of UML x Interaction Diagram into Control Flow Graph in International Scholarly Research Network ISRN Software Engineering Volume r
977,M Sarma D Kundu and R Mall “Automatic test case generation from UML sequence diagram in Proceedings of the h International Conference on Advanced Computing and Communications ADCOM ’ pp  IEEE Computer Society Washington DC USA r
978,C D Nguyen A Marchetto and P Tonella Combining modelbased and combinatorial testing for effective test case generation In Proceedings of the International Symposium on Software Testing and Analysis ISSTA r
979,R Mahmood N Mirzaei and S Malek EvoDroid segmented evolutionary testing of Android apps In Proceedings of the d ACM SIGSOFT International Symposium on Foundations of Software Engineering FSE r
980,A Machiry R Tahiliani and M Naik Dynodroid An input generation system for android apps In Proceedings of the th Joint Meeting on Foundations of Software Engineering ESECFSE  pages  r
981,I Moore Jester a Junit test tester in proceedings of the d International Conference on Extreme Programming and Flexible Processes in Software Engineering Springer r
982,L Deng N Mirzaei P Ammann and J Offutt Towards Mutation Analysis of Android Apps In proceedings of the Eighth International Conference on Software Testing Verification and Validation Workshops ICSTW IEEE r
983,Anbunathan R and Anirban Basu Dataflow test case generation from UML Class diagrams IEEE International Conference on Computational Intelligence and Computing Research ICCIC r
984,Shah SA Shahzad RK Bukhari SS Humayun M “Automated Test Case Generation Using UML Class & Sequence Diagram British Journal of Applied Science & Technology   r
985,Alsmadi I Alkhateeb F Maghayreh E Samarah S and Doush I A “Effective generation of test cases using genetic algorithms and optimization theory Journal of Communication and Computer   r
986,M Shirole A Suthar and R Kumar Generation of Improved Test Cases from UML State Diagram Using Genetic Algorithm in Proceedings of the h India Software Engineering Conference pp  r
987,C Mingsong Q Xiaokang and L Xuandong Automatic test case generation for UML activity diagrams In international workshop on Automation of softwaretest pp  r
988,D Kundu and D Samanta A Novel Approach to Generate Test Cases from UML Activity Diagrams Journal of Object Technology vol  no  pp  r
989,H Kim S Kang J Baik and I Ko “Test Cases Generation from UML Activity Diagrams In Eighth ACIS International Conference on Software Engineering Artificial Intelligence Networking and ParallelDistributed Computing IEEE Qingdao China  r
990,W Linzhang Y Jiesong Y Xiaofeng H Jun L Xuandong and Z Guoliang“Generating Test Cases from UML Activity Diagram based on GrayBox Method In Proceedings of the h AsiaPacific Software Engineering ConferenceAPSEC IEEE Busan Korea  r
991,C Sun B Zhang J Li “TSGen A UML Activity Diagrambased Test Scenario Generation Tool In International Conference on Computational Science and Engineering IEEE Vancouver Canada  r
992,M Chen X Qiu W Xu L Wang J Zhao and X Li UML Activity Diagram Based Automatic Test Case Generation for Java Programs The Computer Journal r
993,PSamuel and Rajib Mall “SlicingBased Test Case Generation from UML Activity Diagrams In ACM SIGSOFT Software Engineering Notes  pp  r
994,HStallbaum AMetzger and KPohl “An Automated Technique for Riskbased Test Case Generation and Prioritization In ACM Proceedings of the d international workshop on Automation of software test pp  r
995,AHettab EKerkouche and AChaoui “A Graph Transformation Approach for Automatic Test Cases Generation from UML Activity Diagrams In ACM Proceedings of the Eighth International C Conference on Computer Science & Software Engineering pp  r
996,MChen PMishra and DKalita “Coveragedriven Automatic Test Generation for UML Activity Diagrams In proceedings of the h ACM Great Lakes symposium on VLSI ppr
997,Flores Pedro and Cheon Yoonsik PWiseGen Generating Test Cases for Pairwise Testing Using Genetic Algorithms Departmental Technical Reports CS Paper r
998,M Shirole M Kommuri and R Kumar Transition Sequence Exploration of UML Activity Diagram using Evolutionary Algorithm in Proceedings of the ISEC  pp  r
999,David E Goldberg Genetic Algorithms in Search Optimization and Machine Learning AddisonWesley r
1000,W Yang M R Prasad and T Xie A greybox approach for automated guimodel generation of mobile applications In Proceedings of the h International Conference on Fundamental Approaches to Software Engineering FASE Berlin Heidelberg  SpringerVerlagr
1001,S Roy Choudhary A Gorla and A Orso Automated Test Input Generation for Android Are We There Yet In Proceeding of the Automated Software Engineering ASE th IEEEACM International Conference on Lincoln NE  pp r
1002,M Shirole and R KumarTesting for Concurrency in UML Diagrams In ACM SIGSOFT Software Engineering Notes  pp  r
1003,H Kim Generating Test Cases from UML Activity Diagrams Master degree Thesis Korea Institute Of Science and Technology r
1004,Anbunathan R and Anirban Basu Automatic Test Generation from UML Sequence Diagrams for Android Mobiles International Journal of Applied Engineering Research Vol  No pp  r
1005,Debasish Kundu Debasis Samanta and Rajib Mall Automatic code generation from unified modelling language sequence diagrams IET Softw  Vol  Iss  pp r
1006,Sunitha Edacheril Viswanathan and Philip Samuel Automatic code generation using unified modeling language activity and sequence models IET Softw  Vol  Iss  pp r
1007,Muhammad Usman and Aamer Nadeem “Automatic Generation of Java Code from UML Diagrams using UJECTOR International Journal of Software Engineering and Its Applications vol  no  pp r
1008,Simon Pickin Claude Jard Thierry J and JeanMarc J “Test Synthesis from UML Models of Distributed Software IEEE Transactions on software Engineering vol  no  pp r
1009,Niaz IA ‘Automatic code generation from UML class and statechart diagrams’ Thesis Report University of Tsukuba Japan r
1010,J Ali and J Tanaka “An Object Oriented Approach to Generate Executable Code from OMTBased Dynamic Model Journal of Integrated Design and Process Science vol  no  pp r
1011,Ruifeng Chen and Huaikou Miao A Selenium based Approach to Automatic Test Script Generation for Refactoring JavaScript Code in IEEEACIS h International Conference on Computer and Information Science ICIS r
1012,Tuomas Pajumen Tommi Takala and Mika Katara “ModelBased Testing a General Purpose KeywordDriven Test Automation Framework International Conference on Software Testing Verification and Validation Workshops r
1013,Tommi Takala Mika Katara and Julian Harty “Experiences of systemlevel modelbased GUI testing of an Android application in Proceedings of the h IEEE International Conference on Software Testing Verification and Validation ICST  Los Alamitos CA USA IEEE Computer Society Mar  pp r
1014,PCosta ACR Paiva and M Nabuco Pattern Based GUI testing for Mobile Applications In Proc of h International Conference on the Quality of Information and Communications Technology QUATIC IEEE Computer Society r
1015,D Amalfitano A R Fasolino P Tramontana N Amatucci Considering Context Events in EventBased Testing of Mobile Applications IEEE Sixth International Conference on Software Testing Verification and Validation Workshops ICSTW r
1016,Anbunathan R and Anirban Basu A Recursive Crawler Algorithm to Detect Crash in Android Application IEEE International Conference on Computational Intelligence and Computing Research ICCIC r
1017,Anbunathan R and Anirban Basu Automation framework for testing Android mobiles International Journal of Computer Applications Vol  No   November r
1018,Anbunathan R and Anirban Basu An Event based Test Automation Framework for Android Mobiles IEEE First International Conference on Contemporary Computing and Informatics IC r
1019,D Amalfitano A R Fasolino P Tramontana A GUI Crawlingbased technique for Android Mobile Application Testing IEEE Fourth International Conference on Software Testing Verification and Validation Workshops ICSTW r
1020,Lu Lu Yulong hong Kai Su Yuping Yan Activity Page based Functional Test Automation for Android Application IEEE Third World Congress on Software Engineering WCSE r
1021,Emanuela G Cartaxo Francisco G O Neto and Patr´ıcia D L Machado Test Case Generation by means of UML Sequence Diagrams and Labeled Transition Systems IEEE r
1022,AVK Shanthi DrGMohan KumarAutomated Test Cases Generation from UML Sequence Diagram International Conference on Software and Computer Applications r
1023,Li BaoLin Li Zhishu Li Qing Chen Yan Hong  Test Case automate Generation from UML Sequence diagram and OCL Expression International Conference on Computational Intelligence and Security  pp r
1024,Monalisa Sarma Debasish Kundu Rajib MallAutomatic Test Case Generation from UML Sequence Diagrams h International Conference on Advanced Computing and Communications r
1025,Qaisar A Malik Dragos¸ Trus¸can Johan LiliusUsing UML Models and Formal Verification in ModelBased Testing h IEEE International Conference and Workshops on Engineering of ComputerBased Systems r
1026,Padma Iyenghar Elke Pulvermueller Clemens WesterkampTowards ModelBased Test Automation for Embedded Systems Using UML and UTP IEEE ETFA r
1027,Vinaya Sawant Dragos¸ Ketan ShahAutomatic Generation of Test Cases from UML Models International Conference on Technology Systems and Management r
1028,Santosh Kumar Swain Durga Prasad Mohapatra Rajib MallTest Case Generation Based on Use case and Sequence Diagram Internatonal Journal of Software Engineering VolNor
1029,F Fraikin and T Leonhardt “SeDiTeC—testing based on sequence diagrams in Proceedings of the IEEE International Conference on Automated Software Engineering ASE ’ pp r
1030,Jean Hartmann Claudio Imoberdorf Michael Meisinger “UMLBased Integration Testing“ Proceedings of the International Symposium on Software Testing and AnalysisPortland Oregon  pp r
1031,J Offutt and A Abdurazik “Generating Tests from UML Specifications Second International Conference on the Unified Modeling Language Springer New York  ppr
1032,W M Ho JM Jquel A L Guennec and F Pennaneac’h“UMLAUT An extendible UML transformation framework in Automated Software Engineering  pp r
1033,T J´eron and P Morel “Test generation derived from modelchecking in CAV ’ Proceedings of the h International Conference onComputer Aided Verification London UK SpringerVerlag pp r
1034,C Jard and T Jeron “Tgv theory principles and algorithmsA tool for the automatic synthesis of conformance test cases for nondeterministic creactive systems Int J Softw Tools Technol Transfvol  no  pp  r
1035,L Bousquet H Martin and J Jzquel “Conformance testing from uml specifications in proceedings of the UMLworkshop Practical UMLBased Rigorous Development Methods Octoberr
1036,F Z M Beyer W Dulz “Automated ttcntest case generation by means of uml sequence diagrams and markov chains in Asian TestSymposium  pp r
1037,S Kansomkeat and W Rivepiboon “Automatedgenerating test case using UML statechart diagrams Proc SAICSIT  ACM pp –  r
1038,Demillo Lipton and Sayward “Hints on Test Data SelectionHelp for the Practicing Programmer Computer   Apr r
1039,P Samuel R Mall AK Bothra Automatic test case generation using unified modeling language UML state diagrams The Institution of Engineering and Technology r
1040,KIM YG HONG HS BAE DH ET AL ‘Test cases generation from UML state diagram’ IEE Proceedings  Software Vol  No  pp  Aug r
1041,Ranjita Swain Vikas Panthi and Durga Prasad Mohapatra Automatic Test case Generation From UML State Chart Diagram International Journal of Computer Applications –  Volume  No March r
1042,Gnesi Stefania Latella Diego and Massink Mieke  Formal testcase generation for UML statecharts Proceedings of the Ninth IEEE International Conference on Engineering Complex Computer Systems Navigating Complexity in the eEngineering Age pp–  r
1043,Joanne M Atlee and John Gannon StateBased Model Checking of EventDriven System Requirements IEEE Transactions on Software Engineering VOL  No  January r
1044,John Joseph Chilenski and Steven P Miller Applicability of modified condition decision coverage to software testing Software Engineering Journal September r
1045,Luqi Hongji Yang and Xiaodong Zhang Constructing an Automated Testing Oracle An Effort to Produce Reliable Software Computer Software and Applications Conference r
1046,Apfelbaum and Larry Automated functional test generation AUTOTESTCON  r
